2025-11-29 22:34:41,689 | INFO | root | ===== Run Started =====
2025-11-29 22:34:41,691 | INFO | root | RUN_ID: 20251129T170441Z
2025-11-29 22:34:41,691 | INFO | root | User Query: Analyze ROAS drop
2025-11-29 22:34:41,692 | INFO | root | Config file loaded successfully.
2025-11-29 22:34:41,693 | INFO | root | PlannerAgent completed. Saved planner.json
2025-11-29 22:34:41,705 | INFO | root | Running dataset validation...
2025-11-29 22:34:41,752 | INFO | root | DataAgent summary complete. Saved data_summary.json
2025-11-29 22:34:41,752 | INFO | root | Generated 44 hypotheses.
2025-11-29 22:34:41,753 | INFO | root | InsightAgent generated hypotheses. Saved hypotheses.json
2025-11-29 22:34:41,754 | INFO | root | Validated 11 insights (min_conf=0.6).
2025-11-29 22:34:41,754 | INFO | root | EvaluatorAgent completed. Saved reports/insights.json
2025-11-29 22:34:41,754 | INFO | root | Generated creatives for 11 campaigns.
2025-11-29 22:34:41,755 | INFO | root | CreativeAgent completed. Saved reports/creatives.json
2025-11-29 22:34:41,755 | INFO | root | Final Report generated → reports/report.md
2025-11-29 22:34:41,756 | INFO | root | ===== Run Completed Successfully =====
2025-11-29 22:34:41,756 | INFO | root | Logs Folder: logs/20251129T170441Z
2025-11-29 22:34:41,756 | INFO | root | ======================================
